WellName,X_m,Y_m,Z_m
88-19,319583.8607,4383040.084,1215.673464
88-19,319583.8644,4383040.081,1217.182224
88-19,319583.9313,4383040.041,1244.33076
88-19,319583.8495,4383040.09,1211.13804
88-19,319583.883,4383040.07,1224.726024
88-19,319583.8756,4383040.075,1221.7146
88-19,319583.8532,4383040.088,1212.637656
88-19,319583.8476,4383040.091,1210.3608
88-19,319583.8718,4383040.077,1220.202792
88-19,319583.8886,4383040.067,1226.999832
88-19,319583.8514,4383040.089,1211.890896
88-19,319583.9463,4383040.032,1250.414568
88-19,319583.87,4383040.078,1219.440792
88-19,319583.8662,4383040.08,1217.932032
88-19,319583.9257,4383040.045,1242.084384
88-19,319583.8923,4383040.065,1228.508592
88-19,319583.8681,4383040.079,1218.694032
88-19,319583.9519,4383040.029,1252.706664
88-19,319583.8588,4383040.085,1214.908416
88-19,319583.9914,4383040.005,1268.739144
88-19,319583.9016,4383040.059,1232.285064
88-19,319583.8737,4383040.076,1220.9526
88-19,319583.896,4383040.062,1230.017352
88-19,319583.9689,4383040.019,1259.61648
88-19,319583.9071,4383040.056,1234.534488
88-19,319583.9034,4383040.058,1233.031824
88-19,319583.9294,4383040.042,1243.587048
88-19,319583.8997,4383040.06,1231.526112
88-19,319583.9633,4383040.022,1257.327432
88-19,319583.8904,4383040.066,1227.743544
88-19,319583.8551,4383040.087,1213.396608
88-19,319583.857,4383040.086,1214.161656
88-19,319583.9425,4383040.035,1248.881424
88-19,319583.9783,4383040.013,1263.44172
88-19,319583.9841,4383040.01,1265.761248
88-19,319583.9727,4383040.016,1261.143528
88-19,319583.9746,4383040.015,1261.91772
88-19,319583.8811,4383040.071,1223.97012
88-19,319583.8625,4383040.082,1216.420224
88-19,319583.8941,4383040.064,1229.255352
88-19,319583.8774,4383040.074,1222.46136
88-19,319583.9053,4383040.057,1233.796872
88-19,319583.9708,4383040.018,1260.387624
88-19,319583.9859,4383040.008,1266.517152
88-19,319583.8793,4383040.072,1223.22336
88-19,319583.9331,4383040.04,1245.083616
88-19,319583.909,4383040.055,1235.299536
88-19,319583.9202,4383040.048,1239.816672
88-19,319583.9652,4383040.021,1258.086384
88-19,319583.9146,4383040.051,1237.567248
88-19,319583.9388,4383040.037,1247.37876
88-19,319583.95,4383040.03,1251.95076
88-19,319583.9931,4383040.004,1269.437136
88-19,319583.8979,4383040.061,1230.776304
88-19,319583.9276,4383040.043,1242.834192
88-19,319583.935,4383040.039,1245.845616
88-19,319583.9183,4383040.049,1239.076008
88-19,319583.9878,4383040.007,1267.2822
88-19,319583.9614,4383040.023,1256.547144
88-19,319583.9896,4383040.006,1268.022864
88-19,319583.9802,4383040.012,1264.215912
88-19,319583.922,4383040.047,1240.578672
88-19,319583.9239,4383040.046,1241.325432
88-19,319583.8867,4383040.068,1226.234784
88-19,319583.9671,4383040.02,1258.860576
88-19,319583.9538,4383040.028,1253.483904
88-19,319583.9406,4383040.036,1248.128568
88-19,319583.9369,4383040.038,1246.60152
88-19,319583.9557,4383040.027,1254.242856
88-19,319583.9821,4383040.011,1264.977912
88-19,319583.9765,4383040.014,1262.682768
88-19,319583.9595,4383040.024,1255.788192
88-19,319583.9109,4383040.053,1236.049344
88-19,319583.9165,4383040.05,1238.317056
88-19,319583.9127,4383040.052,1236.808296
88-19,319583.9965,4383040.002,1270.814832
88-19,319583.9948,4383040.003,1270.141224
88-19,319583.8849,4383040.069,1225.488024
88-19,319583.9576,4383040.025,1255.023144
88-19,319583.9981,4383040.001,1271.479296
88-19,319583.9482,4383040.031,1251.18876
88-19,319583.9444,4383040.033,1249.655616
16-29,319800,4381752,1179.8808
16-29,319800,4381752,1207.3128
16-29,319800,4381752,1204.2648
16-29,319800,4381752,1201.2168
16-29,319800,4381752,1195.1208
16-29,319800,4381752,1192.0728
16-29,319800,4381752,1190.5488
16-29,319800,4381752,1228.6488
16-29,319800,4381752,1233.2208
16-29,319800,4381752,1176.8328
16-29,319800,4381752,1237.7928
16-29,319800,4381752,1246.9368
16-29,319800,4381752,1249.9848
16-29,319800,4381752,1253.0328
16-29,319800,4381752,1205.7888
16-29,319800,4381752,1202.7408
16-29,319800,4381752,1231.6968
16-29,319800,4381752,1189.0248
16-29,319800,4381752,1184.4528
16-29,319800,4381752,1182.9288
16-29,319800,4381752,1225.6008
16-29,319800,4381752,1227.1248
16-29,319800,4381752,1230.1728
16-29,319800,4381752,1181.4048
16-29,319800,4381752,1219.5048
16-29,319800,4381752,1217.9808
16-29,319800,4381752,1239.3168
16-29,319800,4381752,1243.8888
16-29,319800,4381752,1178.3568
16-29,319800,4381752,1211.8848
16-29,319800,4381752,1216.4568
16-29,319800,4381752,1236.2688
16-29,319800,4381752,1213.4088
16-29,319800,4381752,1208.8368
16-29,319800,4381752,1256.0808
16-29,319800,4381752,1199.6928
16-29,319800,4381752,1196.6448
16-29,319800,4381752,1193.5968
16-29,319800,4381752,1187.5008
85-19 ST2,319592.9707,4383800.941,1241.847065
85-19 ST2,319592.9932,4383800.986,1249.027827
85-19 ST2,319592.9869,4383800.974,1247.013191
85-19 ST2,319592.9356,4383800.871,1230.646174
16-29,319800,4381752,1185.9768
85-19 ST2,319592.9814,4383800.963,1245.263718
85-19 ST2,319592.9736,4383800.947,1242.779711
85-19 ST2,319592.9697,4383800.939,1241.536183
85-19 ST2,319592.9841,4383800.968,1246.141502
85-19 ST2,319592.985,4383800.97,1246.428001
85-19 ST2,319592.9795,4383800.959,1244.654146
85-19 ST2,319592.8758,4383800.752,1211.557418
85-19 ST2,319592.9298,4383800.86,1228.790027
85-19 ST2,319592.9629,4383800.926,1239.353915
85-19 ST2,319592.9896,4383800.979,1247.86964
85-19 ST2,319592.9905,4383800.981,1248.162234
85-19 ST2,319592.8873,4383800.775,1215.223996
85-19 ST2,319592.9541,4383800.908,1236.555978
85-19 ST2,319592.8902,4383800.78,1216.14445
85-19 ST2,319592.957,4383800.914,1237.488623
85-19 ST2,319592.9687,4383800.937,1241.219206
85-19 ST2,319592.8979,4383800.796,1218.604074
85-19 ST2,319592.9385,4383800.877,1231.575772
85-19 ST2,319592.8749,4383800.75,1211.249584
85-19 ST2,319592.9037,4383800.807,1220.451078
85-19 ST2,319592.9463,4383800.893,1234.050636
85-19 ST2,319592.9551,4383800.91,1236.863812
85-19 ST2,319592.9648,4383800.93,1239.972631
85-19 ST2,319592.9482,4383800.896,1234.666304
85-19 ST2,319592.9775,4383800.955,1244.023238
85-19 ST2,319592.9133,4383800.827,1223.532466
85-19 ST2,319592.8921,4383800.784,1216.763166
85-19 ST2,319592.9395,4383800.879,1231.880558
85-19 ST2,319592.9668,4383800.934,1240.597442
85-19 ST2,319592.9746,4383800.949,1243.090593
85-19 ST2,319592.8239,4383800.648,1194.970956
85-19 ST2,319592.922,4383800.844,1226.312116
85-19 ST2,319592.8739,4383800.748,1210.944798
85-19 ST2,319592.995,4383800.99,1249.613016
85-19 ST2,319592.8276,4383800.655,1196.171814
85-19 ST2,319592.923,4383800.846,1226.622997
85-19 ST2,319592.9095,4383800.819,1222.304178
85-19 ST2,319592.9878,4383800.976,1247.299689
85-19 ST2,319592.8361,4383800.672,1198.881362
85-19 ST2,319592.8854,4383800.771,1214.608328
85-19 ST2,319592.9717,4383800.943,1242.154899
85-19 ST2,319592.9346,4383800.869,1230.332245
85-19 ST2,319592.9405,4383800.881,1232.19144
85-19 ST2,319592.8145,4383800.629,1191.968813
85-19 ST2,319592.9124,4383800.825,1223.22768
85-19 ST2,319592.9434,4383800.887,1233.121038
85-19 ST2,319592.96,4383800.92,1238.418221
85-19 ST2,319592.8211,4383800.642,1194.068789
85-19 ST2,319592.9018,4383800.804,1219.83541
85-19 ST2,319592.9726,4383800.945,1242.468829
85-19 ST2,319592.9978,4383800.996,1250.493848
85-19 ST2,319592.9805,4383800.961,1244.968075
85-19 ST2,319592.9969,4383800.994,1250.204301
85-19 ST2,319592.8305,4383800.661,1197.067885
85-19 ST2,319592.9308,4383800.862,1229.094813
85-19 ST2,319592.958,4383800.916,1237.799505
85-19 ST2,319592.9027,4383800.805,1220.143244
85-19 ST2,319592.9317,4383800.863,1229.402647
85-19 ST2,319592.9056,4383800.811,1221.063698
85-19 ST2,319592.9376,4383800.875,1231.26489
85-19 ST2,319592.9832,4383800.966,1245.851955
85-19 ST2,319592.8333,4383800.667,1197.9731
85-19 ST2,319592.8644,4383800.729,1207.896937
85-19 ST2,319592.9172,4383800.834,1224.769898
85-19 ST2,319592.9512,4383800.902,1235.611141
85-19 ST2,319592.853,4383800.706,1204.263886
16-29,319800,4381752,1224.0768
85-19 ST2,319592.9066,4383800.813,1221.37458
85-19 ST2,319592.8135,4383800.627,1191.667074
85-19 ST2,319592.8107,4383800.621,1190.767955
85-19 ST2,319592.8446,4383800.689,1201.572624
85-19 ST2,319592.9075,4383800.815,1221.679366
85-19 ST2,319592.924,4383800.848,1226.927784
85-19 ST2,319592.9923,4383800.985,1248.741328
85-19 ST2,319592.8229,4383800.646,1194.669218
85-19 ST2,319592.896,4383800.792,1217.985358
85-19 ST2,319592.9337,4383800.867,1230.024411
85-19 ST2,319592.8408,4383800.682,1200.383958
85-19 ST2,319592.9859,4383800.972,1246.717548
85-19 ST2,319592.871,4383800.742,1210.027392
85-19 ST2,319592.9085,4383800.817,1221.993296
85-19 ST2,319592.9046,4383800.809,1220.752816
85-19 ST2,319592.807,4383800.614,1189.570146
85-19 ST2,319592.8427,4383800.685,1200.975243
85-19 ST2,319592.8455,4383800.691,1201.871314
85-19 ST2,319592.8577,4383800.715,1205.775625
85-19 ST2,319592.872,4383800.744,1210.335226
85-19 ST2,319592.9678,4383800.936,1240.911372
85-19 ST2,319592.8634,4383800.727,1207.59215
85-19 ST2,319592.8787,4383800.757,1212.48092
85-19 ST2,319592.8596,4383800.719,1206.382149
85-19 ST2,319592.9639,4383800.928,1239.664797
85-19 ST2,319592.8672,4383800.734,1208.805199
85-19 ST2,319592.822,4383800.644,1194.36748
85-19 ST2,319592.9104,4383800.821,1222.605916
85-19 ST2,319592.8653,4383800.731,1208.198675
85-19 ST2,319592.8864,4383800.773,1214.916162
85-19 ST2,319592.9521,4383800.904,1235.925071
85-19 ST2,319592.8606,4383800.721,1206.683888
85-19 ST2,319592.9279,4383800.856,1228.168263
85-19 ST2,319592.9532,4383800.906,1236.245096
85-19 ST2,319592.9887,4383800.977,1247.586188
85-19 ST2,319592.8511,4383800.702,1203.663457
85-19 ST2,319592.959,4383800.918,1238.107339
85-19 ST2,319592.8352,4383800.67,1198.579624
85-19 ST2,319592.838,4383800.676,1199.478743
85-19 ST2,319592.9269,4383800.854,1227.857381
85-19 ST2,319592.9492,4383800.898,1234.980233
85-19 ST2,319592.9756,4383800.951,1243.404523
85-19 ST2,319592.9823,4383800.965,1245.559361
85-19 ST2,319592.7946,4383800.589,1185.626213
85-19 ST2,319592.8079,4383800.616,1189.868836
85-19 ST2,319592.8568,4383800.714,1205.470839
85-19 ST2,319592.9008,4383800.802,1219.527576
85-19 ST2,319592.9561,4383800.912,1237.174694
85-19 ST2,319592.8399,4383800.68,1200.085268
85-19 ST2,319592.9366,4383800.873,1230.950961
85-19 ST2,319592.9114,4383800.823,1222.916798
85-19 ST2,319592.9143,4383800.829,1223.843348
85-19 ST2,319592.8989,4383800.798,1218.911908
85-19 ST2,319592.9914,4383800.983,1248.454829
85-19 ST2,319592.7937,4383800.587,1185.321427
85-19 ST2,319592.8154,4383800.631,1192.267503
85-19 ST2,319592.8521,4383800.704,1203.965195
85-19 ST2,319592.9162,4383800.832,1224.459016
85-19 ST2,319592.9182,4383800.836,1225.074684
85-19 ST2,319592.9211,4383800.842,1226.001234
85-19 ST2,319592.7984,4383800.597,1186.836214
85-19 ST2,319592.8418,4383800.684,1200.676553
85-19 ST2,319592.8892,4383800.778,1215.839664
85-19 ST2,319592.9619,4383800.924,1239.039985
85-19 ST2,319592.8768,4383800.754,1211.865252
85-19 ST2,319592.7965,4383800.593,1186.232737
85-19 ST2,319592.9153,4383800.831,1224.15423
85-19 ST2,319592.9191,4383800.838,1225.385566
85-19 ST2,319592.8615,4383800.723,1206.988674
85-19 ST2,319592.7927,4383800.585,1185.013593
85-19 ST2,319592.8126,4383800.625,1191.368384
85-19 ST2,319592.9249,4383800.85,1227.235618
85-19 ST2,319592.839,4383800.678,1199.783529
85-19 ST2,319592.8474,4383800.695,1202.471743
85-19 ST2,319592.8371,4383800.674,1199.177005
85-19 ST2,319592.8625,4383800.725,1207.287364
85-19 ST2,319592.8032,4383800.606,1188.360145
85-19 ST2,319592.8502,4383800.7,1203.370862
85-19 ST2,319592.8558,4383800.712,1205.175196
85-19 ST2,319592.894,4383800.788,1217.372738
85-19 ST2,319592.8003,4383800.601,1187.445786
85-19 ST2,319592.806,4383800.612,1189.26536
85-19 ST2,319592.8797,4383800.759,1212.779611
85-19 ST2,319592.9658,4383800.932,1240.28656
85-19 ST2,319592.8267,4383800.653,1195.870075
85-19 ST2,319592.9424,4383800.885,1232.807108
85-19 ST2,319592.9288,4383800.858,1228.479145
85-19 ST2,319592.9502,4383800.9,1235.294163
85-19 ST2,319592.8464,4383800.693,1202.166957
85-19 ST2,319592.8682,4383800.736,1209.106938
85-19 ST2,319592.873,4383800.746,1210.64306
85-19 ST2,319592.9201,4383800.84,1225.696447
85-19 ST2,319592.7917,4383800.583,1184.708807
85-19 ST2,319592.8778,4383800.756,1212.173086
85-19 ST2,319592.8998,4383800.8,1219.219742
85-19 ST2,319592.9453,4383800.891,1233.736706
85-19 ST2,319592.9609,4383800.922,1238.735199
85-19 ST2,319592.8931,4383800.786,1217.064904
85-19 ST2,319592.8691,4383800.738,1209.414772
85-19 ST2,319592.8088,4383800.618,1190.164479
85-19 ST2,319592.8323,4383800.665,1197.671361
85-19 ST2,319592.8883,4383800.777,1215.53183
16-29,319800,4381752,1214.9328
85-19 ST2,319592.8539,4383800.708,1204.568672
85-19 ST2,319592.8295,4383800.659,1196.772242
85-19 ST2,319592.8436,4383800.687,1201.270886
85-19 ST2,319592.8549,4383800.71,1204.87041
16-29,319800,4381752,1242.3648
85-19 ST2,319592.8816,4383800.763,1213.389183
85-19 ST2,319592.9414,4383800.883,1232.499274
85-19 ST2,319592.8173,4383800.635,1192.864884
85-19 ST2,319592.8164,4383800.633,1192.569241
85-19 ST2,319592.8286,4383800.657,1196.473552
85-19 ST2,319592.8314,4383800.663,1197.366575
85-19 ST2,319592.8587,4383800.717,1206.077363
85-19 ST2,319592.9785,4383800.957,1244.340216
85-19 ST2,319592.996,4383800.992,1249.911707
85-19 ST2,319592.8098,4383800.62,1190.463169
85-19 ST2,319592.8201,4383800.64,1193.773147
85-19 ST2,319592.895,4383800.79,1217.677524
85-19 ST2,319592.8051,4383800.61,1188.963621
85-19 ST2,319592.7975,4383800.595,1186.531428
85-19 ST2,319592.8493,4383800.699,1203.072172
85-19 ST2,319592.7956,4383800.591,1185.930999
85-19 ST2,319592.7994,4383800.599,1187.141
85-19 ST2,319592.8701,4383800.74,1209.722606
16-29,319800,4381752,1240.8408
85-19 ST2,319592.8969,4383800.794,1218.29624
85-19 ST2,319592.8483,4383800.697,1202.773481
85-19 ST2,319592.9941,4383800.988,1249.326517
85-19 ST2,319592.8912,4383800.782,1216.455332
85-19 ST2,319592.8663,4383800.733,1208.500413
85-19 ST2,319592.8013,4383800.603,1187.744477
85-19 ST2,319592.8258,4383800.652,1195.571385
85-19 ST2,319592.8248,4383800.65,1195.266599
85-19 ST2,319592.8342,4383800.668,1198.27179
85-19 ST2,319592.8835,4383800.767,1213.989612
85-19 ST2,319592.9327,4383800.865,1229.713529
16-29,319800,4381752,1210.3608
16-29,319800,4381752,1245.4128
16-29,319800,4381752,1248.4608
85-19 ST2,319592.8825,4383800.765,1213.687873
85-19 ST2,319592.79,4383800.58,1184.151048
85-19 ST2,319592.9443,4383800.889,1233.43192
85-19 ST2,319592.8806,4383800.761,1213.081349
85-19 ST2,319592.9766,4383800.953,1243.718452
85-19 ST2,319592.8844,4383800.769,1214.297446
85-19 ST2,319592.9259,4383800.852,1227.552595
16-29,319800,4381752,1254.5568
85-19 ST2,319592.9473,4383800.895,1234.361518
85-19 ST2,319592.8041,4383800.608,1188.664931
85-19 ST2,319592.8182,4383800.636,1193.166622
16-29,319800,4381752,1198.1688
85-19 ST2,319592.8117,4383800.623,1191.072741
85-19 ST2,319592.8192,4383800.638,1193.46836
85-19 ST2,319592.8022,4383800.604,1188.052311
16-29,319800,4381752,1222.5528
16-29,319800,4381752,1251.5088
16-29,319800,4381752,1234.7448
16-29,319800,4381752,1221.0288
44-1,326954,4388718,1400.2512
44-1,326954,4388718,1399.6416
44-1,326954,4388718,1399.032
44-1,326954,4388718,1398.4224
44-21,321973,4383844,1253.3376
44-21,321973,4383844,1253.1852
44-21,321973,4383844,1253.6424
44-21,321973,4383844,1253.49
44-21,321973,4383844,1249.5276
44-21,321973,4383844,1253.0328
44-21,321973,4383844,1249.68
44-21,321973,4383844,1252.8804
44-21,321973,4383844,1251.8136
44-21,321973,4383844,1249.03992
44-21,321973,4383844,1248.88752
44-21,321973,4383844,1252.1184
44-21,321973,4383844,1251.966
44-21,321973,4383844,1251.6612
44-21,321973,4383844,1249.34472
44-21,321973,4383844,1249.19232
44-21,321973,4383844,1250.442
44-21,321973,4383844,1250.5944
44-21,321973,4383844,1247.82072
44-21,321973,4383844,1247.97312
44-21,321973,4383844,1247.66832
44-21,321973,4383844,1249.9848
44-21,321973,4383844,1249.8324
44-21,321973,4383844,1248.12552
44-21,321973,4383844,1247.51592
44-21,321973,4383844,1247.36352
44-21,321973,4383844,1248.73512
44-21,321973,4383844,1250.1372
44-21,321973,4383844,1250.2896
44-21,321973,4383844,1240.50552
44-21,321973,4383844,1248.58272
44-21,321973,4383844,1247.21112
44-21,321973,4383844,1247.05872
44-21,321973,4383844,1240.65792
44-1,326954,4388718,1397.8128
44-21,321973,4383844,1252.728
44-21,321973,4383844,1237.91472
44-21,321973,4383844,1250.7468
44-21,321973,4383844,1246.60152
44-21,321973,4383844,1240.81032
44-21,321973,4383844,1246.44912
44-21,321973,4383844,1252.5756
44-21,321973,4383844,1237.60992
44-21,321973,4383844,1237.76232
44-21,321973,4383844,1251.5088
44-21,321973,4383844,1248.43032
44-21,321973,4383844,1250.8992
44-21,321973,4383844,1248.27792
44-21,321973,4383844,1246.90632
44-21,321973,4383844,1232.42832
44-21,321973,4383844,1232.27592
44-21,321973,4383844,1232.58072
44-21,321973,4383844,1252.2708
44-21,321973,4383844,1251.3564
44-21,321973,4383844,1239.74352
44-21,321973,4383844,1239.89592
44-21,321973,4383844,1240.04832
44-21,321973,4383844,1246.75392
44-21,321973,4383844,1237.45752
44-21,321973,4383844,1252.4232
44-21,321973,4383844,1251.204
44-21,321973,4383844,1251.0516
44-21,321973,4383844,1240.20072
44-21,321973,4383844,1240.35312
44-21,321973,4383844,1240.96272
44-21,321973,4383844,1241.41992
44-21,321973,4383844,1241.26752
44-21,321973,4383844,1237.30512
44-21,321973,4383844,1246.29672
44-21,321973,4383844,1232.73312
44-21,321973,4383844,1238.37192
44-21,321973,4383844,1238.52432
44-21,321973,4383844,1243.70592
44-21,321973,4383844,1237.00032
44-21,321973,4383844,1237.15272
44-21,321973,4383844,1238.06712
44-21,321973,4383844,1238.21952
44-21,321973,4383844,1238.67672
44-21,321973,4383844,1239.59112
44-21,321973,4383844,1241.11512
44-21,321973,4383844,1243.40112
44-21,321973,4383844,1243.85832
44-21,321973,4383844,1243.55352
44-21,321973,4383844,1232.88552
44-21,321973,4383844,1238.82912
44-21,321973,4383844,1246.14432
44-21,321973,4383844,1241.87712
44-21,321973,4383844,1244.01072
44-21,321973,4383844,1233.49512
44-21,321973,4383844,1233.34272
44-21,321973,4383844,1233.79992
44-21,321973,4383844,1233.95232
44-21,321973,4383844,1242.63912
44-21,321973,4383844,1228.61832
44-21,321973,4383844,1233.03792
44-21,321973,4383844,1233.19032
44-21,321973,4383844,1233.64752
44-21,321973,4383844,1238.98152
44-21,321973,4383844,1239.43872
44-21,321973,4383844,1241.72472
44-21,321973,4383844,1242.33432
44-21,321973,4383844,1242.48672
44-21,321973,4383844,1243.09632
44-21,321973,4383844,1243.24872
44-21,321973,4383844,1228.77072
44-21,321973,4383844,1229.07552
44-21,321973,4383844,1230.44712
44-21,321973,4383844,1234.40952
44-21,321973,4383844,1234.56192
44-21,321973,4383844,1245.99192
44-21,321973,4383844,1242.02952
44-21,321973,4383844,1242.79152
44-21,321973,4383844,1244.16312
44-21,321973,4383844,1228.92312
44-21,321973,4383844,1230.59952
44-21,321973,4383844,1232.12352
44-21,321973,4383844,1234.71432
44-21,321973,4383844,1236.84792
44-21,321973,4383844,1239.13392
44-21,321973,4383844,1239.28632
44-21,321973,4383844,1241.57232
44-21,321973,4383844,1245.83952
44-21,321973,4383844,1245.22992
44-21,321973,4383844,1245.07752
44-21,321973,4383844,1244.92512
44-21,321973,4383844,1244.31552
44-21,321973,4383844,1229.22792
44-21,321973,4383844,1230.90432
44-21,321973,4383844,1231.05672
44-21,321973,4383844,1231.20912
44-21,321973,4383844,1231.97112
44-21,321973,4383844,1235.17152
44-21,321973,4383844,1235.32392
44-21,321973,4383844,1235.47632
44-21,321973,4383844,1236.69552
44-21,321973,4383844,1242.18192
44-21,321973,4383844,1245.68712
44-21,321973,4383844,1245.38232
44-21,321973,4383844,1244.46792
44-21,321973,4383844,1244.77272
44-21,321973,4383844,1228.46592
44-21,321973,4383844,1229.68512
44-21,321973,4383844,1230.29472
44-21,321973,4383844,1230.75192
44-21,321973,4383844,1234.10472
44-21,321973,4383844,1234.25712
44-21,321973,4383844,1235.62872
44-21,321973,4383844,1235.93352
44-21,321973,4383844,1236.08592
44-21,321973,4383844,1236.54312
44-21,321973,4383844,1242.94392
44-21,321973,4383844,1244.62032
44-21,321973,4383844,1230.14232
44-21,321973,4383844,1231.36152
44-21,321973,4383844,1234.86672
44-21,321973,4383844,1236.23832
44-21,321973,4383844,1236.39072
44-21,321973,4383844,1245.53472
44-21,321973,4383844,1225.26552
44-21,321973,4383844,1225.41792
44-21,321973,4383844,1228.31352
44-21,321973,4383844,1229.83752
44-21,321973,4383844,1235.01912
44-21,321973,4383844,1235.78112
44-21,321973,4383844,1225.57032
44-21,321973,4383844,1226.17992
44-21,321973,4383844,1226.33232
44-21,321973,4383844,1227.24672
44-21,321973,4383844,1227.39912
44-21,321973,4383844,1227.55152
44-21,321973,4383844,1227.70392
44-21,321973,4383844,1227.85632
44-21,321973,4383844,1228.00872
44-21,321973,4383844,1228.16112
44-21,321973,4383844,1229.98992
44-21,321973,4383844,1231.51392
44-1,326954,4388718,1397.2032
44-21,321973,4383844,1227.09432
44-21,321973,4383844,1229.53272
44-21,321973,4383844,1225.11312
44-21,321973,4383844,1225.72272
44-21,321973,4383844,1225.87512
44-21,321973,4383844,1226.48472
44-21,321973,4383844,1226.63712
44-21,321973,4383844,1226.94192
44-21,321973,4383844,1231.66632
44-21,321973,4383844,1226.02752
44-21,321973,4383844,1226.78952
44-21,321973,4383844,1229.38032
44-21,321973,4383844,1231.81872
44-21,321973,4383844,1223.13192
44-21,321973,4383844,1223.28432
44-21,321973,4383844,1223.43672
44-21,321973,4383844,1219.93152
44-21,321973,4383844,1220.08392
44-21,321973,4383844,1222.97952
44-21,321973,4383844,1224.65592
44-21,321973,4383844,1224.80832
44-21,321973,4383844,1224.96072
44-21,321973,4383844,1220.84592
44-21,321973,4383844,1221.91272
44-21,321973,4383844,1222.82712
44-21,321973,4383844,1219.77912
44-21,321973,4383844,1220.69352
44-21,321973,4383844,1221.76032
44-21,321973,4383844,1222.06512
44-21,321973,4383844,1222.21752
44-21,321973,4383844,1222.36992
44-21,321973,4383844,1219.62672
44-21,321973,4383844,1220.23632
44-21,321973,4383844,1220.38872
44-21,321973,4383844,1220.54112
44-21,321973,4383844,1223.89392
44-21,321973,4383844,1222.52232
44-21,321973,4383844,1222.67472
44-21,321973,4383844,1223.58912
44-21,321973,4383844,1223.74152
44-21,321973,4383844,1218.71232
44-21,321973,4383844,1220.99832
44-21,321973,4383844,1221.15072
44-21,321973,4383844,1221.30312
44-21,321973,4383844,1224.04632
44-21,321973,4383844,1224.50352
44-21,321973,4383844,1216.73112
44-21,321973,4383844,1216.88352
44-21,321973,4383844,1218.55992
44-21,321973,4383844,1218.86472
44-21,321973,4383844,1221.45552
44-21,321973,4383844,1224.35112
44-21,321973,4383844,1218.40752
44-21,321973,4383844,1219.47432
44-21,321973,4383844,1221.60792
44-21,321973,4383844,1217.34072
44-21,321973,4383844,1217.49312
44-21,321973,4383844,1217.64552
44-21,321973,4383844,1217.79792
44-21,321973,4383844,1219.32192
44-21,321973,4383844,1224.19872
44-1,326954,4388718,1396.5936
44-21,321973,4383844,1217.03592
44-21,321973,4383844,1217.18832
44-21,321973,4383844,1218.25512
44-21,321973,4383844,1219.01712
44-21,321973,4383844,1219.16952
44-21,321973,4383844,1216.12152
44-21,321973,4383844,1216.27392
44-21,321973,4383844,1218.10272
44-21,321973,4383844,1217.95032
44-21,321973,4383844,1216.57872
44-21,321973,4383844,1215.96912
44-21,321973,4383844,1216.42632
44-21,321973,4383844,1211.39712
44-21,321973,4383844,1214.29272
44-21,321973,4383844,1214.14032
44-21,321973,4383844,1211.24472
44-21,321973,4383844,1212.31152
44-21,321973,4383844,1212.46392
44-21,321973,4383844,1212.61632
44-21,321973,4383844,1213.22592
44-21,321973,4383844,1213.53072
44-21,321973,4383844,1213.37832
44-21,321973,4383844,1213.68312
44-21,321973,4383844,1213.83552
44-21,321973,4383844,1213.98792
44-21,321973,4383844,1215.81672
44-21,321973,4383844,1211.54952
44-21,321973,4383844,1211.70192
44-21,321973,4383844,1212.15912
44-21,321973,4383844,1212.76872
44-21,321973,4383844,1207.73952
44-21,321973,4383844,1207.89192
44-21,321973,4383844,1210.93992
44-21,321973,4383844,1211.09232
44-21,321973,4383844,1211.85432
44-21,321973,4383844,1213.07352
44-21,321973,4383844,1208.04432
44-21,321973,4383844,1208.19672
44-21,321973,4383844,1209.11112
44-21,321973,4383844,1212.00672
44-21,321973,4383844,1212.92112
44-21,321973,4383844,1215.66432
44-21,321973,4383844,1208.34912
44-21,321973,4383844,1208.50152
44-21,321973,4383844,1214.44512
44-21,321973,4383844,1208.95872
44-21,321973,4383844,1209.26352
44-21,321973,4383844,1209.72072
44-21,321973,4383844,1215.35952
44-21,321973,4383844,1215.51192
44-21,321973,4383844,1207.58712
44-21,321973,4383844,1208.65392
44-21,321973,4383844,1209.56832
44-21,321973,4383844,1209.87312
44-21,321973,4383844,1210.33032
44-21,321973,4383844,1210.48272
44-21,321973,4383844,1210.63512
44-21,321973,4383844,1210.78752
44-21,321973,4383844,1214.59752
44-21,321973,4383844,1215.05472
44-21,321973,4383844,1215.20712
44-21,321973,4383844,1207.43472
44-21,321973,4383844,1209.41592
44-21,321973,4383844,1214.74992
44-21,321973,4383844,1214.90232
44-21,321973,4383844,1208.80632
44-21,321973,4383844,1199.50992
44-21,321973,4383844,1202.71032
44-21,321973,4383844,1202.86272
44-21,321973,4383844,1203.01512
44-21,321973,4383844,1203.16752
44-21,321973,4383844,1203.31992
44-21,321973,4383844,1210.17792
44-21,321973,4383844,1199.66232
44-21,321973,4383844,1200.72912
44-21,321973,4383844,1200.88152
44-21,321973,4383844,1202.55792
44-21,321973,4383844,1203.47232
44-21,321973,4383844,1207.28232
44-21,321973,4383844,1207.12992
44-21,321973,4383844,1210.02552
44-1,326954,4388718,1395.984
44-21,321973,4383844,1199.96712
44-21,321973,4383844,1200.11952
44-21,321973,4383844,1200.27192
44-21,321973,4383844,1200.57672
44-21,321973,4383844,1201.33872
44-21,321973,4383844,1201.49112
44-21,321973,4383844,1199.35752
