WellName,X_m,Y_m,Z_m
44-19 ST1,319027.4789,4383797.825,-710.70216
88-19,319639.5955,4383026.314,-705.0024
36-17,320276.3147,4385055.116,-723.866472
21-19,318567.6048,4384353.122,-663.418536
77-19,319373.4936,4383299.82,-716.553375
37-17 ST1,320138.0187,4384929.485,-699.430656
16-29,319816.002,4381706.615,-746.24184
77A-19,319338.933,4383343.724,-725.75928
23-17,319896.3014,4385593.457,-691.16448
38-21 ST3,321740.19,4383084.383,-779.059656
77-19,319373.4717,4383299.702,-719.5990007
16-29 ST2,319770.6173,4381790.405,-716.79816
14-28,321370.77,4382510.33,-855.4212
44-21,321899.4914,4383906.319,-728.484192
36-17,320276.5281,4385055.015,-729.956376
21-28,321511.1676,4382715.855,-733.796856
78-20,320994.4014,4382986.011,-730.94088
77-19,319373.4497,4383299.584,-722.6446263
16-29 ST1,319770.6173,4381790.405,-716.79816
33-23,324935.5211,4383973.738,-732.184464
77-19,319373.4278,4383299.466,-725.690252
88-19 ST1,319523.8325,4383144.272,-734.44608
14-28 ST1,321452.0775,4382572.018,-884.800872
36-17,320276.7353,4385054.924,-736.049328
16-29,319818.0137,4381704.543,-754.89816
23-17,319893.1924,4385595.347,-699.54648
77-19,319373.4058,4383299.347,-728.7358777
44-21,321898.5892,4383908.13,-737.399592
44-19 ST1,319032.3862,4383791.668,-727.8624
77-19,319373.3839,4383299.229,-731.7815034
21-19,318567.1872,4384345.237,-680.58792
36A-15,323592.0124,4384874.573,-816.07152
36-17,320276.9365,4385054.842,-742.139232
38-21,321765,4382924,-761
77-19,319373.3619,4383299.111,-734.8271291
23-17 ST2,319906.9084,4385769.693,-962.19264
38-21 ST2,321605.9165,4382740.257,-1047.9024
58-29,320682.6552,4381412.698,-795.2232
14-28,321369.23,4382523.35,-871.475016
16-29,319820.2082,4381702.379,-763.8288
23-17,319889.8396,4385597.359,-708.14184
36-17 ST1,320230.1162,4385042.412,-734.266248
77-19,319373.34,4383298.993,-737.8727548
85-19 ST2,319589.59,4383776.58,-733.281744
44-21,321897.6473,4383910.004,-746.613696
16-29 ST2,319767.5083,4381794.459,-735.60432
85-19 ST1,319675.0826,4383871.622,-746.27232
36-17,320277.1163,4385054.759,-748.232184
21-19 ST1,318647.4593,4384409.413,-718.678776
77-19,319373.3181,4383298.874,-740.9183804
88-19,319645.5696,4383024.181,-732.31248
16-29 ST1,319767.5083,4381794.459,-735.60432
14-28 ST1,321448.8527,4382583.896,-899.931144
38-21 ST3,321738.4069,4383101.985,-801.983664
77-19,319373.2961,4383298.756,-743.9640061
16-29,319822.4333,4381700.336,-772.48512
36-17,320277.2748,4385054.702,-754.328184
23-17,319886.4563,4385599.401,-716.40192
77A-19,319337.9272,4383344.425,-753.7704
37-17 ST1,320145.0352,4384932.341,-728.953584
77-19,319373.2742,4383298.638,-747.0096318
44-19 ST1,319037.0496,4383785.511,-744.7788
44-21,321896.6994,4383911.83,-755.836944
21-19,318566.5868,4384336.962,-697.903608
77-19,319373.2522,4383298.52,-750.0552575
21-28,321506.0379,4382719.906,-763.563624
14-28,321368,4382535.36,-886.010928
78-20,320995.712,4382986.224,-759.8664
36-17,320277.415,4385054.665,-760.421136
88-19 ST1,319519.4129,4383150.642,-761.6952
77-19,319373.2303,4383298.401,-753.1008832
16-29,319824.7802,4381698.233,-781.38528
23-17,319882.8902,4385601.535,-724.87536
77-19,319373.2083,4383298.283,-756.1465088
44-21,321895.7942,4383913.558,-764.770632
14-28 ST1,321445.5517,4382596.04,-914.835864
16-29 ST2,319764.3384,4381798.634,-754.0752
36-17,320277.5339,4385054.656,-766.517136
88-19,319649.7149,4383022.962,-750.38712
77-19,319373.1864,4383298.165,-759.1921345
16-29 ST1,319764.3384,4381798.634,-754.0752
38-21 ST2,321598.205,4382730.412,-1073.99328
36A-15,323593.0487,4384866.922,-844.6008
77-19,319373.1644,4383298.047,-762.2377602
16-29,319827.1882,4381696.13,-790.25496
23-17,319879.2935,4385603.638,-733.3488
36-17,320277.6406,4385054.671,-772.610088
85-19 ST1,319678.9536,4383882.93,-771.96696
38-21,321768,4382924,-791
44-19 ST1,319041.5302,4383779.263,-761.6952
77-19,319373.1425,4383297.928,-765.2833859
14-28,321366.55,4382547.46,-900.452352
38-21 ST3,321736.1758,4383119.444,-824.97168
85-19 ST2,319585.51,4383776.33,-761.32944
36-17 ST1,320229.8388,4385039.931,-763.11252
44-21,321894.831,4383915.375,-774.304776
21-19,318566.093,4384328.659,-715.54848
23-17 ST2,319902.6412,4385780.483,-992.33736
77-19,319373.1205,4383297.81,-768.3290116
21-19 ST1,318644.7954,4384405.706,-746.65332
37-17,320085.9101,4384813.905,-766.81584
36-17,320277.7229,4385054.683,-778.706088
77-19,319373.0986,4383297.692,-771.3746372
16-29,319829.657,4381694.058,-799.15512
14-28 ST1,321442.461,4382608.396,-929.612568
23-17,319875.7578,4385605.741,-741.51744
77-19,319373.0767,4383297.573,-774.4202629
44-21,321893.9532,4383917.027,-782.942808
16-29 ST2,319760.8942,4381803.328,-772.69848
36-17,320277.7869,4385054.711,-784.802088
88-19,319654.2564,4383021.986,-768.4008
37-17 ST1,320151.8322,4384935.697,-758.473464
77-19,319373.0547,4383297.455,-777.4658886
16-29 ST1,319760.8942,4381803.328,-772.69848
14-28,321365.39,4382558.81,-913.954992
78-20,320997.4189,4382986.346,-787.54224
77-19,319373.0328,4383297.337,-780.5115143
21-28,321500.3533,4382724.801,-793.10484
16-29,319832.004,4381692.076,-807.75048
88-19 ST1,319514.9323,4383157.074,-789.2796
44-19 ST1,319045.7669,4383772.832,-778.64208
36-17,320277.8326,4385054.744,-790.898088
77-19,319373.0108,4383297.219,-783.55714
77A-19,319336.4946,4383345.37,-790.89504
33-23,324932.7961,4383977.727,-792.95244
44-21,321892.9991,4383918.789,-792.178248
21-19,318566.0168,4384320.469,-732.915984
77-19,319372.9889,4383297.1,-786.6027656
14-28 ST1,321439.1814,4382620.71,-944.380128
38-21 ST2,321590.3717,4382720.75,-1099.80984
77-19,319372.9669,4383296.982,-789.6483913
36-17,320277.8692,4385054.778,-796.994088
14-28,321364.67,4382567.53,-924.522408
38-21 ST3,321734.1641,4383136.119,-848.1822
16-29,319834.2595,4381690.034,-816.7116
85-19 ST1,319683.0379,4383895.305,-797.44824
36A-15,323594.146,4384859.455,-872.24616
77-19,319372.945,4383296.864,-792.694017
85-19,319653.6552,4383790.698,-797.052
24-29,319848.4682,4382308.815,-797.814
16-29 ST2,319757.4194,4381808.297,-790.92552
44-21,321892.036,4383920.56,-801.407592
85-19 ST2,319580.73,4383775.96,-789.578304
77-19,319372.923,4383296.746,-795.7396427
88-19,319658.9808,4383021.224,-786.384
38-21,321772,4382923,-819
36-17,320277.8905,4385054.82,-803.090088
23-17 ST2,319898.8312,4385790.023,-1018.12344
36-17 ST1,320230.5002,4385037.441,-791.644848
16-29 ST1,319757.4194,4381808.297,-790.92552
21-19 ST1,318640.9976,4384402.149,-774.825984
77-19,319372.9011,4383296.627,-798.7852684
16-29,319836.3931,4381688.083,-825.3984
44-19 ST1,319049.8512,4383766.309,-795.89376
77-19,319372.8791,4383296.509,-801.830894
36-17,320277.9088,4385054.869,-809.186088
21-19,318566.1174,4384312.102,-750.53952
77-19,319372.8572,4383296.391,-804.8765197
44-21,321891.0271,4383922.306,-810.32604
14-28,321363.77,4382579.44,-939.168048
37-17 ST1,320158.7664,4384939.614,-787.895808
77-19,319372.8352,4383296.273,-807.9221454
16-29,319838.7096,4381686.041,-834.32904
88-19 ST1,319510.6346,4383163.353,-816.2544
36-17,320277.9241,4385054.93,-815.282088
77-19,319372.8133,4383296.154,-810.9677711
78-20,320999.8573,4382986.376,-817.3212
21-28,321494.4768,4382730.156,-822.530232
14-28 ST1,321433.9724,4382639.126,-966.514704
77A-19,319335.5193,4383345.979,-818.93664
16-29 ST2,319754.0362,4381813.448,-809.12208
77-19,319372.7914,4383296.036,-814.0133968
44-21,321889.9024,4383924.132,-819.527952
88-19,319663.7662,4383020.554,-804.64152
38-21 ST3,321732.6218,4383152.591,-871.944408
36-17,320277.9332,4385055,-821.378088
38-21 ST2,321582.3554,4382711.119,-1125.9312
16-29 ST1,319754.0362,4381813.448,-809.12208
77-19,319372.7694,4383295.918,-817.0590224
85-19 ST1,319686.8174,4383907.71,-822.6552
16-29,319841.0566,4381683.969,-843.2292
44-19 ST1,319053.7222,4383759.908,-812.9016
77-19,319372.7475,4383295.799,-820.1046481
36A-15,323595.3957,4384851.896,-900.16584
14-28,321363.1,4382591.44,-954.139824
36-17,320277.9423,4385055.08,-827.47104
21-19,318566.1692,4384303.821,-767.864352
77-19,319372.7255,4383295.681,-823.1502738
14-28,321363.04,4382592.95,-956.053968
44-21,321888.8478,4383925.869,-828.132456
85-19 ST2,319575.31,4383775.56,-817.705248
23-17 ST2,319894.7774,4385799.472,-1043.54376
77-19,319372.7036,4383295.563,-826.1958995
14-28 ST1,321430.4946,4382651.446,-981.233496
36-17 ST1,320231.8322,4385035.496,-819.893712
38-21,321777,4382921,-848
16-29,319843.3121,4381682.018,-851.85504
21-19 ST1,318636.1939,4384398.927,-803.196768
36-17,320277.9454,4385055.18,-833.56704
77-19,319372.6816,4383295.445,-829.2415252
58-29,320687.2882,4381415.99,-891.96672
77A-19,319335.184,4383345.949,-837.52944
77-19,319372.6597,4383295.326,-832.2871509
16-29 ST2,319750.6834,4381818.782,-827.56248
88-19,319668.4601,4383019.944,-822.62472
44-21,321887.6712,4383927.799,-837.62088
36-17,320277.9393,4385055.281,-839.66304
77-19,319372.6377,4383295.208,-835.3327765
16-29 ST1,319750.6834,4381818.782,-827.56248
14-28,321362.81,4382602.38,-968.020416
44-19 ST1,319057.5322,4383753.446,-829.93992
88-19 ST1,319506.5503,4383169.51,-842.98536
16-29,319845.6895,4381680.067,-860.81616
77-19,319372.6158,4383295.09,-838.3784022
37-17 ST1,320166.2401,4384943.588,-817.174896
38-21 ST3,321731.3539,4383169.343,-895.529832
21-19,318566.1844,4384295.615,-785.222712
77-19,319372.5938,4383294.972,-841.4240279
36A-15,323596.0053,4384847.141,-918.75864
36-17,320277.9362,4385055.381,-845.75904
78-20,321003.0272,4382985.95,-846.70392
21-28,321488.9416,4382735.383,-852.044016
44-21,321886.5892,4383929.67,-846.5058
38-21 ST2,321574.4306,4382701.487,-1151.71728
85-19 ST1,319690.6579,4383920.482,-848.04504
14-28 ST1,321426.7394,4382664.763,-997.073952
77-19,319372.5719,4383294.853,-844.4696536
16-29,319848.006,4381678.208,-869.47248
33-23,324930.153,4383981.598,-851.8976209
77-19,319372.5499,4383294.735,-847.5152793
36-17,320277.9302,4385055.497,-851.851992
14-28,321362.74,4382611.77,-980.032584
77-19,319372.528,4383294.617,-850.5609049
77A-19,319335.184,4383345.431,-856.09176
16-29 ST2,319747.422,4381823.933,-845.78952
44-21,321885.4736,4383931.654,-855.674184
85-19 ST2,319569.05,4383774.97,-845.344512
77-19,319372.5061,4383294.499,-853.6065306
23-17 ST2,319890.3578,4385809.317,-1069.75656
44-19 ST1,319061.4336,4383747.015,-846.94776
36-17,320277.9149,4385055.619,-857.947992
16-29 ST1,319747.422,4381823.933,-845.78952
16-29,319850.3834,4381676.318,-878.40312
77-19,319372.4841,4383294.38,-856.6521563
21-19 ST1,318630.5673,4384395.965,-830.820792
36-17 ST1,320233.3105,4385033.817,-848.764368
38-21,321783,4382920,-877
77-19,319372.4622,4383294.262,-859.697782
21-19,318566.0351,4384287.496,-802.962072
88-19,319675.5619,4383019.06,-849.11184
36-17,320277.8936,4385055.741,-864.040944
14-28,321362.79,4382621.17,-992.023416
36A-15,323596.493,4384842.508,-937.7172
44-21,321884.3581,4383933.666,-864.83952
77-19,319372.4402,4383294.144,-862.7434077
38-21 ST3,321730.3297,4383186.305,-918.594048
16-29,319852.7304,4381674.428,-887.36424
88-19 ST1,319502.5879,4383176.002,-870.60024
77-19,319372.4183,4383294.026,-865.7890333
36-17,320277.8753,4385055.866,-870.136944
37-17 ST1,320174.2868,4384947.343,-846.332064
77-19,319372.3963,4383293.907,-868.834659
58-29,320689.3303,4381417.849,-930.58488
85-19 ST1,319695.1385,4383933.344,-873.22152
38-21 ST2,321566.5363,4382691.642,-1177.77768
77A-19,319335.4278,4383344.547,-874.98936
16-29 ST2,319744.1911,4381828.871,-864.38232
78-20,321006.9591,4382985.218,-875.0808
44-19 ST1,319065.335,4383740.523,-863.89464
44-21,321883.3248,4383935.666,-873.703104
77-19,319372.3744,4383293.789,-871.8802847
21-28,321483.9307,4382740.196,-881.722392
14-28,321362.9,4382630.63,-1003.968528
16-29,319855.0164,4381672.63,-896.02056
36-17,320277.86,4385055.997,-876.229896
16-29 ST1,319744.1911,4381828.871,-864.38232
77-19,319372.3524,4383293.671,-874.9259104
77-19,319372.3305,4383293.552,-877.9715361
85-19 ST2,319562.43,4383774.07,-870.374688
36-17,320277.8418,4385056.134,-882.325896
77-19,319372.3085,4383293.434,-881.0171617
44-21,321882.2854,4383937.699,-882.871488
36A-15,323596.9197,4384838.088,-956.40144
16-29,319857.211,4381670.801,-905.04264
23-17 ST2,319886.182,4385819.375,-1095.9084
77-19,319372.2866,4383293.316,-884.0627874
14-28,321363.01,4382640.13,-1015.886208
36-17,320277.8113,4385056.28,-888.418848
21-19 ST1,318623.9379,4384393.154,-858.551496
77-19,319372.2646,4383293.198,-887.1084131
21-19,318565.4681,4384275.642,-829.372992
88-19,319683.0905,4383018.115,-876.08664
36-17 ST1,320234.6242,4385032.189,-877.644168
44-19 ST1,319069.1146,4383734,-880.90248
38-21 ST3,321729.4672,4383203.639,-941.774088
38-21,321790,4382918,-905
77A-19,319335.8241,4383343.419,-893.5212
77-19,319372.2427,4383293.079,-890.1540388
16-29 ST2,319740.9298,4381833.504,-882.73128
44-21,321881.2247,4383939.68,-892.049016
24-29,319849.5654,4382307.627,-892.57632
77-19,319372.2208,4383292.961,-893.1996645
16-29 ST1,319740.9298,4381833.504,-882.73128
36-17,320277.7808,4385056.436,-894.514848
16-29,319859.2531,4381668.972,-914.06472
85-19,319658.2882,4383793.99,-893.79552
88-19 ST1,319498.7474,4383182.585,-898.2456
85-19 ST1,319700.0458,4383946.054,-898.0932
77-19,319372.1988,4383292.843,-896.2452901
14-28,321363.1,4382649.66,-1027.779504
77-19,319372.1769,4383292.725,-899.2909158
36-17,320277.7442,4385056.588,-900.6078
37-17 ST1,320182.489,4384950.346,-875.531904
44-21,321880.2036,4383941.594,-900.930888
78-20,321012.2626,4382984.426,-903.51864
77-19,319372.1549,4383292.606,-902.3365415
36A-15,323597.3159,4384833.638,-975.39048
16-29,319861.1734,4381667.296,-922.87344
21-28,321479.3983,4382744.591,-911.537928
77-19,319372.133,4383292.488,-905.3821672
58-29,320691.281,4381419.617,-968.59344
36-17,320277.7076,4385056.741,-906.700752
38-21 ST2,321556.2646,4382678.566,-1212.40296
85-19 ST2,319554.16,4383772.28,-897.745728
44-19 ST1,319072.9855,4383727.325,-898.15416
77-19,319372.111,4383292.37,-908.4277929
77A-19,319336.4337,4383342.139,-912.08352
16-29 ST2,319737.2722,4381837.954,-901.35456
44-21,321879.1887,4383943.612,-910.105368
77-19,319372.0891,4383292.252,-911.4734185
16-29,319863.1546,4381665.559,-931.926
16-29 ST1,319737.2722,4381837.954,-901.35456
36-17,320277.665,4385056.908,-912.796752
77-19,319372.0671,4383292.133,-914.5190442
38-21 ST3,321728.3821,4383220.744,-965.112624
21-19,318564.886,4384263.755,-856.103952
88-19,319690.9848,4383017.018,-903.30528
77-19,319372.0452,4383292.015,-917.5646699
21-19 ST1,318616.6684,4384390.576,-886.458984
36-17,320277.6223,4385057.076,-918.889704
77-19,319372.0232,4383291.897,-920.6102956
44-21,321878.1462,4383945.599,-918.972
38-21,321798,4382916,-934
36-17 ST1,320235.9379,4385030.449,-906.822672
16-29,319865.0443,4381663.821,-940.70424
36A-15,323597.6207,4384829.066,-994.04424
77-19,319372.0013,4383291.778,-923.6559213
85-19 ST1,319704.9835,4383958.886,-922.87344
88-19 ST1,319494.6326,4383189.139,-925.79952
77-19,319371.9793,4383291.66,-926.701547
44-19 ST1,319076.7041,4383720.68,-915.13152
36-17,320277.5766,4385057.253,-924.982656
77-19,319371.9574,4383291.542,-929.7471726
77A-19,319337.2566,4383340.676,-930.58488
16-29 ST2,319733.645,4381842.19,-919.734
44-21,321876.985,4383947.742,-928.097712
38-21 ST3,321727.4982,4383232.046,-980.611704
78-20,321019.0902,4382983.633,-931.65168
37-17 ST1,320190.2523,4384952.991,-904.887192
16-29,319866.9341,4381662.023,-949.78728
77-19,319371.9355,4383291.424,-932.7927983
36-17,320277.5248,4385057.423,-931.075608
16-29 ST1,319733.645,4381842.19,-919.734
85-19,319660.3303,4383795.849,-932.41368
77-19,319371.9135,4383291.305,-935.838424
21-19,318564.8585,4384255.979,-873.660432
38-21 ST2,321548.4007,4382668.904,-1238.52432
58-29,320692.4393,4381420.897,-998.73816
85-19 ST2,319545.21,4383769.12,-924.452304
21-28,321475.5792,4382748.533,-941.521104
77-19,319371.8916,4383291.187,-938.8840497
36-17,320277.4638,4385057.606,-937.16856
44-21,321875.7231,4383949.994,-937.186848
16-29,319868.7629,4381660.286,-958.56552
77-19,319371.8696,4383291.069,-941.9296754
36A-15,323597.956,4384824.159,-1012.91136
44-19 ST1,319080.3617,4383713.944,-932.04792
77-19,319371.8477,4383290.951,-944.975301
88-19,319698.9706,4383015.707,-930.15816
38-21 ST2,321545.688,4382665.673,-1247.33304
36-17,320277.412,4385057.801,-943.261512
21-19 ST1,318608.765,4384388.363,-913.909272
77-19,319371.8257,4383290.832,-948.0209267
38-21 ST3,321726.3552,4383243.33,-996.104688
85-19 ST1,319709.9213,4383971.718,-947.68416
77A-19,319338.3844,4383339.03,-949.39104
16-29 ST2,319730.1398,4381846.458,-938.14392
44-21,321874.3881,4383952.216,-945.955944
16-29,319870.6526,4381658.518,-967.67904
77-19,319371.8038,4383290.714,-951.0665524
16-29 ST1,319730.1398,4381846.458,-938.14392
88-19 ST1,319490.3045,4383195.661,-953.38392
36-17,320277.3907,4385058.009,-949.354464
38-21,321805,4382914,-962
36-17 ST1,320237.1418,4385028.711,-935.394624
77-19,319371.7818,4383290.596,-954.1121781
21-19,318565.2853,4384248.213,-891.216912
38-21 ST2,321542.9753,4382662.472,-1256.14176
77-19,319371.7599,4383290.478,-957.1578038
36-17,320277.4089,4385058.228,-955.444368
44-21,321873.0104,4383954.551,-955.008504
77-19,319371.7379,4383290.359,-960.2034294
16-29,319872.4205,4381656.689,-976.76208
78-20,321027.1369,4382982.719,-959.44944
44-19 ST1,319084.1717,4383707.117,-948.93384
77-19,319371.716,4383290.241,-963.2490551
37-17 ST1,320197.7778,4384956.009,-934.269912
88-19,319704.2741,4383014.671,-947.6232
36A-15,323598.3218,4384819.252,-1031.47368
85-19 ST2,319535.66,4383764.94,-951.137544
38-21 ST3,321724.7062,4383254.504,-1011.634248
36-17,320277.4577,4385058.484,-961.53732
77-19,319371.694,4383290.123,-966.2946808
58-29,320692.1345,4381421.506,-1027.66368
77A-19,319339.9389,4383337.201,-967.80096
16-29 ST2,319726.6042,4381850.603,-956.52336
77-19,319371.6721,4383290.004,-969.3403065
44-21,321871.6997,4383956.837,-964.0824
16-29,319874.0359,4381654.891,-985.5708
16-29 ST1,319726.6042,4381850.603,-956.52336
77-19,319371.6502,4383289.886,-972.3859322
36-17,320277.5187,4385058.755,-967.624176
21-19,318565.9772,4384240.526,-908.800824
77-19,319371.6282,4383289.768,-975.4315578
85-19,319662.281,4383797.617,-970.42224
85-19 ST1,319714.7676,4383984.337,-972.25104
21-19 ST1,318600.2824,4384386.958,-940.59756
77-19,319371.6063,4383289.65,-978.4771835
44-21,321870.4744,4383959.016,-972.878928
36-17,320277.5979,4385059.036,-973.71408
16-29,319875.6514,4381653.031,-994.7148
44-19 ST1,319088.1646,4383699.985,-965.63688
77-19,319371.5843,4383289.531,-981.5228092
88-19 ST1,319486.0678,4383202.184,-980.93784
38-21 ST3,321722.5695,4383265.72,-1027.45032
88-19,319709.791,4383013.635,-965.66736
38-21,321813,4382911,-990
24-29,319850.4798,4382307.078,-979.74912
77-19,319371.5624,4383289.413,-984.5684349
36A-15,323598.5046,4384814.344,-1050.3408
36-17 ST1,320238.2269,4385027.081,-964.591416
36-17,320277.7137,4385059.335,-979.800936
77-19,319371.5404,4383289.295,-987.6140606
16-29 ST2,319722.9161,4381854.809,-975.23808
77A-19,319341.8896,4383335.067,-986.1804
44-21,321869.2156,4383961.244,-981.97416
16-29,319877.1754,4381651.233,-1003.554
77-19,319371.5185,4383289.177,-990.6596862
78-20,321035.9456,4382981.621,-986.69856
16-29 ST1,319722.9161,4381854.809,-975.23808
36-17,320277.8448,4385059.624,-985.89084
85-19 ST2,319526.32,4383761.08,-976.966296
21-19,318566.8946,4384232.787,-926.68344
77-19,319371.4965,4383289.058,-993.7053119
37-17 ST1,320205.7513,4384958.987,-963.536808
58-29,320689.6961,4381421.842,-1056.49776
77-19,319371.4746,4383288.94,-996.7509376
44-21,321868.0055,4383963.271,-990.49332
44-19 ST1,319092.5232,4383692.547,-982.46184
38-21 ST3,321720.0336,4383276.696,-1043.001216
16-29,319878.7603,4381649.435,-1012.66752
36-17,320277.9972,4385059.898,-991.977696
77-19,319371.4526,4383288.822,-999.7965633
88-19,319715.0945,4383012.751,-983.46768
77A-19,319343.3526,4383333.421,-998.79912
77-19,319371.4307,4383288.704,-1002.842189
85-19 ST1,319719.6749,4383996.773,-997.21416
36A-15,323598.5961,4384809.59,-1068.9336
36-17,320278.1527,4385060.17,-998.064552
21-19 ST1,318591.0561,4384386.574,-967.392528
77-19,319371.4087,4383288.585,-1005.887815
44-21,321866.7345,4383965.356,-999.30204
16-29 ST2,319719.228,4381859.107,-993.58704
85-19,319663.4393,4383798.897,-1000.56696
77-19,319371.3868,4383288.467,-1008.93344
16-29,319880.3148,4381647.667,-1021.50672
16-29 ST1,319719.228,4381859.107,-993.58704
88-19 ST1,319481.9225,4383208.798,-1008.52224
36-17,320278.3172,4385060.444,-1004.154456
77-19,319371.3649,4383288.349,-1011.979066
21-19,318568.0132,4384225.197,-944.28564
77-19,319371.3429,4383288.231,-1015.024692
38-21,321820,4382908,-1018
38-21 ST3,321717.0801,4383287.459,-1058.625264
36-17 ST1,320239.5436,4385025.316,-993.157272
44-19 ST1,319096.9428,4383685.11,-998.89056
44-21,321865.4391,4383967.529,-1008.409464
77-19,319371.321,4383288.112,-1018.070317
36-17,320278.4879,4385060.706,-1010.241312
16-29,319881.8693,4381645.777,-1030.65072
78-20,321045.242,4382980.311,-1014.10008
88-19,319720.2761,4383011.989,-1001.29848
85-19 ST2,319516.61,4383757.42,-1003.672872
77-19,319371.299,4383287.994,-1021.115943
77-19,319371.2771,4383287.876,-1024.161569
36-17,320278.6678,4385060.956,-1016.328168
58-29,320686.1909,4381422.421,-1085.5452
37-17 ST1,320214.4808,4384961.705,-992.61168
36A-15,323598.718,4384804.896,-1087.89216
77A-19,319346.0958,4383330.373,-1022.20776
23-17 ST2,319866.4614,4385869.301,-1220.81544
44-21,321864.1681,4383969.709,-1017.51384
16-29 ST2,319715.4485,4381863.496,-1011.87504
77-19,319371.2551,4383287.757,-1027.207194
16-29,319883.3628,4381643.826,-1039.76424
85-19 ST1,319724.5517,4384008.935,-1022.72592
16-29 ST1,319715.4485,4381863.496,-1011.87504
77-19,319371.2332,4383287.639,-1030.25282
36-17,320278.8537,4385061.197,-1022.418072
21-19,318569.5067,4384217.553,-962.168256
38-21 ST3,321713.6572,4383297.907,-1074.368184
44-19 ST1,319101.3929,4383677.765,-1015.38024
77-19,319371.2112,4383287.521,-1033.298446
21-19 ST1,318581.2111,4384387.327,-994.28808
44-21,321862.9855,4383971.806,-1026.334752
77-19,319371.1893,4383287.403,-1036.344071
36-17,320279.0396,4385061.438,-1028.504928
16-29,319884.7039,4381641.906,-1048.60344
85-19,319663.1345,4383799.506,-1029.49248
88-19,319725.3967,4383011.318,-1019.46456
88-19 ST1,319477.8686,4383215.412,-1035.77136
77-19,319371.1673,4383287.284,-1039.389697
77-19,319371.1454,4383287.166,-1042.435323
36-17,320279.2408,4385061.678,-1034.594832
36A-15,323599.0228,4384800.049,-1106.45448
16-29 ST2,319711.5166,4381867.794,-1030.16304
44-21,321861.809,4383973.933,-1035.46656
77-19,319371.1235,4383287.048,-1045.480948
36-17 ST1,320241.089,4385023.365,-1021.698744
16-29,319886.0755,4381639.864,-1057.71696
37-17,320085.1207,4384813.893,-1025.587992
85-19 ST2,319506.86,4383754.05,-1030.400784
38-21,321828,4382905,-1049
78-20,321054.8737,4382979.122,-1041.37968
38-21 ST3,321709.6521,4383308.463,-1090.275696
16-29 ST1,319711.5166,4381867.794,-1030.16304
77-19,319371.1015,4383286.93,-1048.526574
36-17,320279.4511,4385061.91,-1040.681688
37-17,320085.1169,4384813.893,-1026.807186
44-19 ST1,319106.2392,4383670.968,-1031.99184
37-17,320085.1114,4384813.893,-1028.635978
77-19,319371.0796,4383286.811,-1051.5722
37-17,320085.1058,4384813.892,-1030.464769
58-29,320682.4114,4381423.213,-1114.25736
77A-19,319349.2048,4383326.716,-1049.82264
37-17,320085.1002,4384813.892,-1032.293561
77-19,319371.0576,4383286.693,-1054.617826
37-17 ST1,320223.3322,4384964.028,-1021.683504
85-19 ST1,319729.1237,4384020.517,-1048.17672
36-17,320279.6553,4385062.136,-1046.771592
88-19,319730.2126,4383010.678,-1036.80768
37-17,320085.0946,4384813.892,-1034.122352
16-29,319887.3862,4381637.883,-1066.55616
37-17,320085.089,4384813.892,-1035.951144
77-19,319371.0357,4383286.575,-1057.663451
21-19,318572.7102,4384205.977,-988.850448
37-17,320085.0835,4384813.892,-1037.779935
37-17,320085.0779,4384813.892,-1039.608727
21-19 ST1,318571.3416,4384389.128,-1020.799584
37-17,320085.0723,4384813.892,-1041.437518
77-19,319371.0137,4383286.457,-1060.709077
36-17,320279.8412,4385062.343,-1052.861496
37-17,320085.0667,4384813.892,-1043.26631
16-29 ST2,319707.3408,4381872.122,-1048.72536
44-21,321859.6053,4383978.094,-1053.452808
37-17,320085.0611,4384813.892,-1045.095101
36A-15,323599.6324,4384794.746,-1125.23016
77-19,319370.9918,4383286.338,-1063.754703
38-21 ST3,321705.1258,4383319.326,-1106.588592
16-29,319888.7578,4381635.841,-1075.66968
37-17,320085.0556,4384813.892,-1046.923893
44-19 ST1,319111.2074,4383664.353,-1048.6644
88-19 ST1,319473.7843,4383222.088,-1063.35576
37-17,320085.05,4384813.892,-1048.752684
16-29 ST1,319707.3408,4381872.122,-1048.72536
85-19,319660.6961,4383799.842,-1058.32656
77-19,319370.9698,4383286.22,-1066.800328
36-17,320280.0119,4385062.529,-1058.9514
37-17,320085.0444,4384813.891,-1050.581476
37-17,320085.0388,4384813.891,-1052.410267
77-19,319370.9479,4383286.102,-1069.845954
37-17,320085.0332,4384813.891,-1054.239059
37-17,320085.0277,4384813.891,-1056.06785
88-19,319735.0589,4383009.947,-1054.42512
37-17,320085.0221,4384813.891,-1057.896642
77-19,319370.9259,4383285.983,-1072.89158
85-19 ST2,319497.39,4383750.98,-1056.942768
16-29,319890.0989,4381633.799,-1084.81368
36-17,320280.1643,4385062.684,-1065.044352
78-20,321064.8102,4382978.299,-1068.56784
36-17 ST1,320242.5612,4385021.442,-1050.55416
37-17,320085.0165,4384813.891,-1059.725433
37-17,320085.0109,4384813.891,-1061.554225
38-21,321836,4382903,-1076
77-19,319370.904,4383285.865,-1075.937205
37-17,320085.0053,4384813.891,-1063.383016
37-17,320084.9998,4384813.891,-1065.211808
77-19,319370.882,4383285.747,-1078.982831
36-17,320280.3106,4385062.806,-1071.137304
37-17,320084.9942,4384813.891,-1067.040599
